student_id,year,branch,gpa,study_hours,failures,hostel,sleep_hours,family_support,interest,budget_level,skill_level,stress_level,communication_level,confusion_level
5737,2,CSE,6.47,1,2,Day Scholar,6,High,Cybersecurity,Low,Beginner,High,Good,High
5738,2,CSE,5.27,1,0,Hostel,6,Low,Cybersecurity,High,Beginner,High,Poor,High
5739,2,ECE,8.28,5,0,Hostel,4,Low,Signal Processing,Medium,Intermediate,High,Poor,Low
5740,1,CSE,5.33,4,0,Day Scholar,7,High,Web Development,Low,Beginner,High,Good,High
5741,2,CSE,6.55,4,1,Hostel,4,Low,Cybersecurity,Medium,Beginner,High,Poor,Medium
5742,2,ECE,8.49,3,0,Hostel,4,Medium,Signal Processing,Medium,Beginner,Medium,Average,Low
5743,3,Mechanical,7.03,6,2,Day Scholar,5,Medium,Thermal Engineering,High,Beginner,Medium,Average,Medium
5744,2,IT,5.03,3,1,Hostel,6,Low,Competitive Coding,Low,Beginner,High,Poor,High
5745,4,Mechanical,7.36,3,2,Hostel,7,Low,Manufacturing,Medium,Beginner,High,Poor,Medium
5746,1,IT,6.76,1,1,Hostel,5,Medium,Communication Skills,Medium,Beginner,High,Average,High
5747,4,ECE,5.23,6,2,Day Scholar,5,High,Communication Systems,Low,Beginner,High,Good,High
5748,2,Mechanical,6.55,6,0,Day Scholar,7,Medium,Robotics,Low,Beginner,Medium,Average,Medium
5749,2,EEE,6.1,1,0,Day Scholar,8,Low,Smart Grid Systems,Low,Beginner,High,Poor,High
5750,2,CSE,8.22,2,1,Hostel,6,Medium,AI/ML,High,Beginner,Medium,Average,High
5751,2,ECE,9.14,6,0,Day Scholar,8,Medium,IoT,High,Intermediate,Medium,Average,Low
5752,3,Mechanical,8.12,3,0,Hostel,5,Medium,Thermal Engineering,High,Beginner,Medium,Average,Low
5753,3,EEE,8.22,2,0,Hostel,5,High,Industrial Automation,Low,Beginner,Medium,Good,High
5754,4,ECE,8.6,1,1,Day Scholar,6,Low,Signal Processing,Low,Beginner,High,Poor,High
5755,1,EEE,8.07,1,2,Hostel,6,High,Industrial Automation,High,Beginner,High,Good,High
5756,2,EEE,7.43,2,2,Hostel,6,Low,Industrial Automation,High,Beginner,High,Poor,High
5757,4,Mechanical,6.38,3,0,Day Scholar,5,Medium,Manufacturing,Low,Beginner,High,Average,High
5758,4,EEE,8.22,1,2,Hostel,8,Low,Electrical Design,Low,Beginner,High,Poor,High
5759,1,CSE,9.04,1,1,Hostel,5,Low,Cybersecurity,Low,Beginner,High,Poor,High
5760,2,IT,6.52,4,0,Day Scholar,5,Medium,Web Development,High,Beginner,Medium,Average,Medium
5761,1,EEE,8.4,4,0,Day Scholar,7,High,Industrial Automation,Low,Intermediate,Low,Good,Low
5762,1,ECE,6.66,5,1,Hostel,5,High,Communication Systems,High,Beginner,Medium,Good,Medium
5763,1,EEE,7.18,3,1,Day Scholar,5,High,Smart Grid Systems,High,Beginner,Medium,Good,Medium
5764,2,EEE,9.1,2,0,Hostel,5,High,Smart Grid Systems,Medium,Beginner,Medium,Good,High
5765,4,EEE,8.73,6,1,Day Scholar,4,Medium,Industrial Automation,Low,Intermediate,Medium,Average,Low
5766,2,ECE,6.44,6,2,Hostel,5,Low,IoT,High,Beginner,High,Poor,High
5767,2,Mechanical,5.03,2,1,Day Scholar,5,High,Manufacturing,Low,Beginner,High,Good,High
5768,4,Mechanical,8.67,1,0,Hostel,5,Low,Robotics,High,Beginner,High,Poor,High
5769,4,CSE,8.79,6,0,Day Scholar,8,Medium,Data Science,Low,Intermediate,Medium,Average,Low
5770,1,IT,6.66,2,1,Hostel,8,High,Communication Skills,Medium,Beginner,Medium,Good,High
5771,1,ECE,8.19,6,0,Day Scholar,4,Low,Communication Systems,Medium,Intermediate,High,Poor,Low
5772,1,IT,8.67,6,0,Hostel,6,Medium,Data Analysis,High,Intermediate,Medium,Average,Low
5773,1,IT,7.17,5,0,Day Scholar,7,Medium,Web Development,Low,Beginner,Medium,Average,Medium
5774,1,CSE,5.28,3,0,Hostel,6,High,AI/ML,Medium,Beginner,High,Good,High
5775,3,ECE,8.33,4,0,Hostel,4,High,IoT,High,Intermediate,Low,Good,Low
5776,3,IT,7.08,6,0,Hostel,8,High,Data Analysis,Medium,Beginner,Medium,Good,Medium
5777,4,ECE,6.52,2,0,Day Scholar,7,Medium,VLSI Design,Medium,Beginner,Medium,Average,High
5778,3,IT,9.21,4,2,Hostel,5,High,Data Analysis,Low,Intermediate,Low,Good,Low
5779,4,EEE,5.3,6,0,Hostel,7,Medium,Smart Grid Systems,Medium,Beginner,High,Average,High
5780,2,ECE,8.64,5,2,Hostel,4,High,VLSI Design,High,Intermediate,Low,Good,Low
5781,1,ECE,7.68,6,1,Day Scholar,7,High,Signal Processing,Medium,Intermediate,Medium,Good,Low
5782,1,CSE,8.43,3,0,Hostel,4,High,Cybersecurity,Medium,Beginner,Medium,Good,Low
5783,1,IT,5.44,1,0,Day Scholar,8,Low,Web Development,Low,Beginner,High,Poor,High
5784,4,EEE,6.37,5,0,Day Scholar,4,Low,Renewable Energy,Low,Beginner,High,Poor,High
5785,4,Mechanical,6.63,3,1,Day Scholar,5,High,CAD Design,Medium,Beginner,Medium,Good,Medium
5786,3,Mechanical,7.95,2,1,Hostel,7,Medium,Thermal Engineering,Medium,Beginner,Medium,Average,High
5787,4,EEE,7.97,2,2,Hostel,7,High,Industrial Automation,High,Beginner,Medium,Good,High
5788,4,CSE,8.95,3,0,Hostel,8,Medium,Cybersecurity,High,Beginner,Medium,Average,Low
5789,3,CSE,8.5,3,0,Hostel,8,Medium,Cybersecurity,Medium,Beginner,Medium,Average,Low
5790,1,ECE,5.07,4,1,Hostel,8,Medium,VLSI Design,Low,Beginner,High,Average,High
5791,3,CSE,5.0,6,0,Day Scholar,4,High,App Development,High,Beginner,High,Good,High
5792,4,EEE,8.33,3,0,Day Scholar,7,Medium,Electrical Design,Low,Beginner,Medium,Average,Low
5793,3,IT,5.86,4,0,Day Scholar,8,Medium,Competitive Coding,High,Beginner,High,Average,High
5794,4,CSE,8.7,1,0,Day Scholar,4,Low,Data Science,High,Beginner,High,Poor,High
5795,1,CSE,6.72,5,0,Hostel,7,Medium,AI/ML,Low,Beginner,Medium,Average,Medium
5796,3,CSE,6.13,6,0,Hostel,5,Low,App Development,Low,Beginner,High,Poor,High
5797,4,ECE,5.77,2,0,Day Scholar,5,Medium,Communication Systems,High,Beginner,High,Average,High
5798,3,IT,6.78,1,0,Hostel,8,High,Data Analysis,Low,Beginner,High,Good,High
5799,3,Mechanical,7.1,6,0,Hostel,4,High,Robotics,Low,Beginner,Medium,Good,Medium
5800,3,IT,9.18,4,0,Day Scholar,4,Medium,Web Development,Medium,Intermediate,Medium,Average,Low
5801,1,EEE,8.86,5,1,Day Scholar,8,Low,Electrical Design,High,Intermediate,High,Poor,Low
5802,3,EEE,7.26,5,0,Hostel,8,High,Electrical Design,High,Beginner,Medium,Good,Medium
5803,1,CSE,5.74,5,0,Day Scholar,5,Low,App Development,High,Beginner,High,Poor,High
5804,4,IT,9.43,5,0,Day Scholar,6,Medium,Web Development,Medium,Intermediate,Medium,Average,Low
5805,4,EEE,6.34,3,0,Hostel,5,Medium,Renewable Energy,Medium,Beginner,High,Average,High
5806,4,IT,6.52,3,1,Hostel,8,Medium,AI/ML,Medium,Beginner,Medium,Average,Medium
5807,4,CSE,5.23,5,0,Day Scholar,7,Medium,Cybersecurity,Medium,Beginner,High,Average,High
5808,1,CSE,8.64,3,0,Hostel,7,Medium,Data Science,High,Beginner,Medium,Average,Low
5809,3,ECE,5.42,4,1,Hostel,6,Low,VLSI Design,Low,Beginner,High,Poor,High
5810,2,ECE,7.49,5,0,Day Scholar,7,Medium,Signal Processing,Medium,Beginner,Medium,Average,Medium
5811,2,IT,7.18,6,1,Hostel,6,Low,Web Development,Medium,Beginner,High,Poor,Medium
5812,2,Mechanical,7.55,5,0,Day Scholar,6,Medium,Manufacturing,Low,Intermediate,Medium,Average,Low
5813,1,CSE,9.19,4,0,Day Scholar,8,Medium,Data Science,High,Intermediate,Medium,Average,Low
5814,4,CSE,5.72,1,1,Day Scholar,6,Low,AI/ML,Medium,Beginner,High,Poor,High
5815,3,EEE,6.29,3,2,Day Scholar,8,Medium,Smart Grid Systems,High,Beginner,High,Average,High
5816,4,ECE,5.03,3,0,Hostel,8,High,VLSI Design,Low,Beginner,High,Good,High
5817,4,CSE,6.01,6,0,Hostel,4,Low,Cybersecurity,Low,Beginner,High,Poor,High
5818,3,EEE,7.86,5,0,Day Scholar,7,High,Smart Grid Systems,Low,Intermediate,Medium,Good,Low
5819,1,CSE,6.95,4,1,Hostel,6,Low,Cybersecurity,High,Beginner,High,Poor,Medium
5820,3,ECE,5.25,4,1,Day Scholar,8,High,VLSI Design,Medium,Beginner,High,Good,High
5821,3,CSE,5.84,1,0,Hostel,8,High,AI/ML,High,Beginner,High,Good,High
5822,4,ECE,8.35,4,0,Hostel,5,Low,IoT,Medium,Intermediate,High,Poor,Low
5823,4,IT,6.81,4,0,Day Scholar,6,Low,Data Analysis,High,Beginner,High,Poor,Medium
5824,4,Mechanical,9.07,2,0,Hostel,5,High,Robotics,High,Beginner,Medium,Good,High
5825,2,Mechanical,5.41,1,1,Day Scholar,5,High,CAD Design,High,Beginner,High,Good,High
5826,3,EEE,6.68,1,2,Hostel,4,Medium,Smart Grid Systems,Low,Beginner,High,Average,High
5827,3,ECE,5.62,5,1,Day Scholar,5,Low,VLSI Design,Medium,Beginner,High,Poor,High
5828,3,EEE,5.38,1,0,Hostel,8,Medium,Power Systems,Medium,Beginner,High,Average,High
5829,4,CSE,7.5,4,0,Day Scholar,4,Medium,Cybersecurity,High,Intermediate,Medium,Average,Low
5830,1,EEE,8.22,5,0,Hostel,8,High,Power Systems,Medium,Intermediate,Low,Good,Low
5831,4,IT,7.22,3,1,Hostel,4,Medium,Competitive Coding,Medium,Beginner,Medium,Average,Medium
5832,1,IT,5.05,4,0,Hostel,6,High,Data Analysis,High,Beginner,High,Good,High
5833,4,CSE,7.27,5,0,Hostel,4,High,Cybersecurity,High,Beginner,Medium,Good,Medium
5834,4,CSE,5.71,5,1,Hostel,4,Medium,Cybersecurity,High,Beginner,High,Average,High
5835,1,EEE,5.34,3,0,Day Scholar,5,Low,Power Systems,Low,Beginner,High,Poor,High
5836,3,IT,5.3,3,1,Day Scholar,6,Low,Communication Skills,High,Beginner,High,Poor,High
5837,1,IT,7.09,1,1,Hostel,6,High,Competitive Coding,Medium,Beginner,High,Good,High
5838,2,IT,8.65,4,0,Day Scholar,5,Low,Web Development,Medium,Intermediate,High,Poor,Low
5839,3,Mechanical,5.25,5,0,Day Scholar,5,Low,Manufacturing,Medium,Beginner,High,Poor,High
5840,1,IT,5.33,2,1,Day Scholar,7,Low,AI/ML,Medium,Beginner,High,Poor,High
5841,1,IT,5.22,1,0,Hostel,6,High,Web Development,High,Beginner,High,Good,High
5842,3,Mechanical,5.23,5,1,Day Scholar,5,High,Automobile Engineering,High,Beginner,High,Good,High
5843,1,CSE,5.54,1,2,Hostel,7,Medium,Cybersecurity,High,Beginner,High,Average,High
5844,4,ECE,5.96,1,1,Day Scholar,4,High,IoT,High,Beginner,High,Good,High
5845,4,Mechanical,7.91,5,1,Day Scholar,6,Low,Automobile Engineering,High,Intermediate,High,Poor,Low
5846,1,EEE,6.44,1,2,Hostel,8,Low,Renewable Energy,Low,Beginner,High,Poor,High
5847,1,ECE,9.21,3,1,Hostel,8,Low,VLSI Design,High,Beginner,High,Poor,Low
5848,2,IT,5.23,1,0,Hostel,5,High,AI/ML,Low,Beginner,High,Good,High
5849,4,CSE,7.85,1,0,Day Scholar,6,High,App Development,High,Beginner,High,Good,High
5850,4,ECE,8.36,5,0,Day Scholar,4,High,Communication Systems,Low,Intermediate,Low,Good,Low
5851,2,CSE,8.98,3,2,Hostel,6,Low,Web Development,Medium,Beginner,High,Poor,Low
5852,3,Mechanical,6.21,1,1,Hostel,7,Low,Automobile Engineering,Low,Beginner,High,Poor,High
5853,4,IT,8.06,5,0,Hostel,5,High,Web Development,High,Intermediate,Low,Good,Low
5854,1,IT,8.45,3,0,Day Scholar,7,Medium,AI/ML,High,Beginner,Medium,Average,Low
5855,2,EEE,7.95,6,0,Hostel,7,High,Renewable Energy,High,Intermediate,Medium,Good,Low
5856,3,ECE,8.59,3,1,Hostel,5,Medium,Embedded Systems,High,Beginner,Medium,Average,Low
5857,3,ECE,8.92,4,2,Day Scholar,5,Low,Communication Systems,High,Intermediate,High,Poor,Low
5858,1,EEE,7.53,1,1,Day Scholar,6,Medium,Smart Grid Systems,Medium,Beginner,High,Average,High
5859,3,Mechanical,8.52,3,2,Day Scholar,5,High,CAD Design,Medium,Beginner,Medium,Good,Low
5860,1,EEE,7.54,2,2,Day Scholar,8,Low,Renewable Energy,Medium,Beginner,High,Poor,High
5861,3,CSE,7.79,2,2,Hostel,8,Medium,App Development,Medium,Beginner,Medium,Average,High
5862,2,IT,5.17,2,0,Hostel,5,Medium,Data Analysis,High,Beginner,High,Average,High
5863,2,CSE,5.52,6,2,Hostel,8,High,AI/ML,Low,Beginner,High,Good,High
5864,1,CSE,6.69,3,0,Hostel,6,High,Web Development,Medium,Beginner,Medium,Good,Medium
5865,2,CSE,6.65,4,0,Day Scholar,6,Low,Web Development,Low,Beginner,High,Poor,Medium
5866,4,Mechanical,7.72,4,1,Day Scholar,5,Medium,Automobile Engineering,Medium,Intermediate,Medium,Average,Low
5867,1,CSE,8.74,4,0,Hostel,4,High,AI/ML,Medium,Intermediate,Low,Good,Low
5868,4,CSE,6.57,2,1,Hostel,4,High,AI/ML,Low,Beginner,Medium,Good,High
5869,2,ECE,7.88,2,0,Day Scholar,7,High,Embedded Systems,Low,Beginner,Medium,Good,High
5870,1,EEE,9.48,4,1,Day Scholar,8,High,Industrial Automation,Medium,Intermediate,Low,Good,Low
5871,4,Mechanical,5.39,6,2,Day Scholar,7,Medium,CAD Design,Low,Beginner,High,Average,High
5872,4,Mechanical,6.52,2,2,Hostel,7,Medium,Robotics,High,Beginner,Medium,Average,High
5873,4,ECE,7.07,1,0,Hostel,8,High,Signal Processing,High,Beginner,High,Good,High
5874,3,Mechanical,8.39,2,2,Day Scholar,4,Medium,Manufacturing,High,Beginner,Medium,Average,High
5875,1,IT,6.88,1,0,Hostel,6,Medium,Data Analysis,Low,Beginner,High,Average,High
5876,1,EEE,8.53,6,0,Hostel,8,Low,Renewable Energy,Medium,Intermediate,High,Poor,Low
5877,4,CSE,5.05,5,0,Day Scholar,4,Low,Cybersecurity,Medium,Beginner,High,Poor,High
5878,1,CSE,6.22,4,2,Day Scholar,7,High,Cybersecurity,High,Beginner,High,Good,High
5879,3,Mechanical,6.22,4,0,Day Scholar,7,High,Automobile Engineering,High,Beginner,High,Good,High
5880,1,CSE,6.66,6,1,Day Scholar,7,Low,Data Science,Medium,Beginner,High,Poor,Medium
5881,3,EEE,5.82,4,2,Hostel,4,Medium,Power Systems,Low,Beginner,High,Average,High
5882,2,Mechanical,8.75,2,1,Day Scholar,7,Low,Automobile Engineering,Low,Beginner,High,Poor,High
5883,3,EEE,8.09,1,0,Hostel,4,Low,Renewable Energy,Medium,Beginner,High,Poor,High
5884,3,Mechanical,9.4,5,1,Hostel,7,Low,Automobile Engineering,Low,Intermediate,High,Poor,Low
5885,3,IT,7.87,2,1,Day Scholar,8,Medium,Web Development,High,Beginner,Medium,Average,High
5886,2,EEE,6.69,6,1,Hostel,6,Low,Renewable Energy,Medium,Beginner,High,Poor,Medium
5887,2,Mechanical,6.96,5,1,Hostel,5,High,CAD Design,Medium,Beginner,Medium,Good,Medium
5888,2,CSE,9.15,2,2,Hostel,8,Low,AI/ML,High,Beginner,High,Poor,High
5889,1,ECE,9.24,6,2,Hostel,4,Medium,Communication Systems,Low,Intermediate,Medium,Average,Low
5890,4,ECE,5.55,4,0,Day Scholar,5,High,VLSI Design,Low,Beginner,High,Good,High
5891,1,Mechanical,5.34,2,0,Hostel,7,Medium,Robotics,Medium,Beginner,High,Average,High
5892,1,CSE,7.26,4,2,Hostel,5,Low,App Development,Low,Beginner,High,Poor,Medium
5893,4,ECE,6.51,2,0,Hostel,5,High,VLSI Design,Medium,Beginner,Medium,Good,High
5894,2,ECE,7.53,4,1,Day Scholar,4,High,VLSI Design,High,Intermediate,Medium,Good,Low
5895,4,IT,8.97,2,2,Hostel,6,High,Communication Skills,Medium,Beginner,Medium,Good,High
5896,1,IT,5.89,2,1,Day Scholar,7,Low,Communication Skills,High,Beginner,High,Poor,High
5897,4,Mechanical,8.82,2,0,Hostel,8,High,CAD Design,High,Beginner,Medium,Good,High
5898,2,EEE,5.32,4,1,Hostel,4,Medium,Renewable Energy,High,Beginner,High,Average,High
5899,1,IT,7.14,3,0,Hostel,8,Low,Web Development,Medium,Beginner,High,Poor,Medium
5900,2,ECE,9.47,5,2,Hostel,8,High,VLSI Design,Low,Intermediate,Low,Good,Low
5901,3,CSE,8.04,4,0,Hostel,6,Medium,Web Development,Medium,Intermediate,Medium,Average,Low
5902,3,IT,7.01,6,2,Day Scholar,5,Low,Web Development,Medium,Beginner,High,Poor,Medium
5903,1,EEE,7.4,4,0,Hostel,7,Medium,Power Systems,Low,Beginner,Medium,Average,Medium
5904,1,EEE,5.26,5,1,Hostel,4,Medium,Power Systems,Medium,Beginner,High,Average,High
5905,3,CSE,9.36,3,0,Day Scholar,7,Low,App Development,Low,Beginner,High,Poor,Low
5906,4,Mechanical,7.39,2,0,Day Scholar,6,Medium,CAD Design,High,Beginner,Medium,Average,High
5907,3,IT,5.68,5,1,Hostel,4,High,Web Development,High,Beginner,High,Good,High
5908,2,IT,9.33,5,0,Hostel,7,Medium,Communication Skills,Medium,Intermediate,Medium,Average,Low
5909,4,EEE,6.0,6,0,Hostel,7,Low,Industrial Automation,Medium,Beginner,High,Poor,High
5910,1,Mechanical,9.15,6,0,Day Scholar,6,Low,CAD Design,Low,Intermediate,High,Poor,Low
5911,2,CSE,7.36,3,1,Day Scholar,6,Low,Cybersecurity,High,Beginner,High,Poor,Medium
5912,1,ECE,6.34,2,0,Hostel,6,High,Signal Processing,High,Beginner,High,Good,High
5913,4,EEE,7.06,1,0,Hostel,5,Low,Industrial Automation,High,Beginner,High,Poor,High
5914,2,ECE,8.82,2,1,Hostel,5,High,Communication Systems,Medium,Beginner,Medium,Good,High
5915,1,CSE,6.68,3,2,Day Scholar,6,Medium,AI/ML,Low,Beginner,Medium,Average,Medium
5916,2,IT,9.14,3,0,Hostel,7,High,AI/ML,Low,Beginner,Medium,Good,Low
5917,4,IT,5.62,6,0,Day Scholar,7,High,Web Development,Medium,Beginner,High,Good,High
5918,2,Mechanical,9.08,4,2,Hostel,8,High,Automobile Engineering,Low,Intermediate,Low,Good,Low
5919,1,IT,6.04,4,1,Day Scholar,6,High,Competitive Coding,Medium,Beginner,High,Good,High
5920,1,Mechanical,8.79,5,0,Hostel,4,Medium,Automobile Engineering,Medium,Intermediate,Medium,Average,Low
5921,3,IT,8.6,1,1,Hostel,8,Medium,Communication Skills,High,Beginner,High,Average,High
5922,1,CSE,6.96,4,0,Hostel,4,Low,Web Development,High,Beginner,High,Poor,Medium
5923,2,EEE,6.0,6,2,Day Scholar,7,Low,Power Systems,Medium,Beginner,High,Poor,High
5924,1,Mechanical,8.58,1,2,Hostel,6,Low,CAD Design,Medium,Beginner,High,Poor,High
5925,2,EEE,5.48,6,1,Day Scholar,4,Low,Smart Grid Systems,High,Beginner,High,Poor,High
5926,2,EEE,6.86,5,2,Day Scholar,4,High,Industrial Automation,Medium,Beginner,Medium,Good,Medium
5927,1,ECE,8.02,3,0,Day Scholar,8,Low,Signal Processing,Medium,Beginner,High,Poor,Low
5928,4,Mechanical,5.9,5,0,Day Scholar,7,High,Robotics,Medium,Beginner,High,Good,High
5929,1,CSE,5.64,5,0,Hostel,5,Medium,Web Development,Medium,Beginner,High,Average,High
5930,2,ECE,6.1,2,0,Day Scholar,6,Low,Signal Processing,Low,Beginner,High,Poor,High
5931,2,EEE,9.12,2,2,Hostel,8,Low,Industrial Automation,Low,Beginner,High,Poor,High
5932,4,ECE,7.84,4,0,Hostel,6,High,Embedded Systems,Low,Intermediate,Medium,Good,Low
5933,2,EEE,6.65,2,0,Hostel,4,Low,Electrical Design,Low,Beginner,High,Poor,High
5934,3,CSE,9.43,5,0,Hostel,7,High,Data Science,Low,Intermediate,Low,Good,Low
5935,4,Mechanical,9.36,5,1,Hostel,7,High,CAD Design,High,Intermediate,Low,Good,Low
5936,3,ECE,7.17,4,1,Hostel,7,Medium,Signal Processing,Low,Beginner,Medium,Average,Medium
5937,4,CSE,6.0,3,0,Hostel,4,Medium,Data Science,Low,Beginner,High,Average,High
5938,1,Mechanical,8.73,2,0,Day Scholar,6,High,CAD Design,High,Beginner,Medium,Good,High
5939,1,EEE,8.7,2,0,Hostel,8,Low,Electrical Design,High,Beginner,High,Poor,High
5940,3,ECE,9.1,5,0,Hostel,8,Medium,IoT,Low,Intermediate,Medium,Average,Low
5941,1,Mechanical,6.3,2,1,Day Scholar,6,High,Manufacturing,Low,Beginner,High,Good,High
5942,4,EEE,6.97,6,1,Hostel,4,High,Electrical Design,Low,Beginner,Medium,Good,Medium
5943,3,Mechanical,6.09,6,0,Hostel,4,Low,CAD Design,Low,Beginner,High,Poor,High
5944,3,Mechanical,9.27,6,1,Hostel,8,High,CAD Design,Low,Intermediate,Low,Good,Low
5945,4,EEE,8.46,4,0,Hostel,6,Medium,Renewable Energy,Medium,Intermediate,Medium,Average,Low
5946,3,IT,5.54,5,0,Hostel,5,Medium,Data Analysis,High,Beginner,High,Average,High
5947,2,EEE,9.18,4,0,Day Scholar,7,Medium,Industrial Automation,High,Intermediate,Medium,Average,Low
5948,1,ECE,6.95,3,2,Hostel,6,Low,Embedded Systems,High,Beginner,High,Poor,Medium
5949,2,Mechanical,5.07,5,2,Hostel,5,Medium,Robotics,Low,Beginner,High,Average,High
5950,3,EEE,5.13,4,2,Day Scholar,5,Medium,Renewable Energy,Medium,Beginner,High,Average,High
5951,3,CSE,6.23,6,0,Hostel,7,Medium,Cybersecurity,High,Beginner,High,Average,High
5952,1,CSE,8.6,3,0,Hostel,8,Medium,AI/ML,Low,Beginner,Medium,Average,Low
5953,3,EEE,5.55,6,0,Day Scholar,4,Low,Renewable Energy,Medium,Beginner,High,Poor,High
5954,3,ECE,6.26,4,2,Hostel,7,High,VLSI Design,High,Beginner,High,Good,High
5955,2,EEE,6.98,2,0,Hostel,5,Low,Power Systems,High,Beginner,High,Poor,High
5956,2,CSE,9.38,1,0,Day Scholar,5,Low,Web Development,High,Beginner,High,Poor,High
5957,4,Mechanical,8.2,3,2,Hostel,5,Low,Automobile Engineering,Medium,Beginner,High,Poor,Low
5958,4,IT,8.55,4,0,Hostel,8,Medium,Competitive Coding,Low,Intermediate,Medium,Average,Low
5959,2,EEE,5.9,5,1,Day Scholar,6,Medium,Electrical Design,High,Beginner,High,Average,High
5960,2,CSE,7.56,6,0,Hostel,5,Low,Data Science,Low,Intermediate,High,Poor,Low
5961,1,IT,7.67,4,0,Day Scholar,5,Low,Competitive Coding,Medium,Intermediate,High,Poor,Low
5962,2,ECE,6.22,6,1,Day Scholar,5,Low,Embedded Systems,High,Beginner,High,Poor,High
5963,3,EEE,7.18,3,0,Hostel,5,Medium,Smart Grid Systems,Medium,Beginner,Medium,Average,Medium
5964,3,ECE,6.46,1,2,Day Scholar,5,High,Embedded Systems,Low,Beginner,High,Good,High
5965,4,EEE,7.86,1,0,Hostel,5,High,Renewable Energy,Medium,Beginner,High,Good,High
5966,3,IT,8.95,4,0,Hostel,5,High,AI/ML,Low,Intermediate,Low,Good,Low
5967,1,EEE,8.88,3,1,Day Scholar,4,Low,Industrial Automation,High,Beginner,High,Poor,Low
5968,2,Mechanical,7.85,1,2,Hostel,4,High,Automobile Engineering,Medium,Beginner,High,Good,High
5969,1,EEE,5.35,4,0,Day Scholar,8,High,Power Systems,Medium,Beginner,High,Good,High
5970,2,Mechanical,8.99,4,1,Hostel,6,Low,Automobile Engineering,Medium,Intermediate,High,Poor,Low
5971,2,EEE,6.74,5,1,Hostel,7,Low,Renewable Energy,Medium,Beginner,High,Poor,Medium
5972,3,IT,7.33,6,0,Hostel,7,Medium,Competitive Coding,Medium,Beginner,Medium,Average,Medium
5973,2,Mechanical,6.61,4,0,Hostel,8,Low,CAD Design,High,Beginner,High,Poor,Medium
5974,1,IT,9.28,3,0,Day Scholar,4,Low,AI/ML,High,Beginner,High,Poor,Low
5975,1,IT,8.91,3,0,Hostel,6,Medium,Competitive Coding,Medium,Beginner,Medium,Average,Low
5976,2,IT,6.86,4,1,Hostel,4,Low,Competitive Coding,Medium,Beginner,High,Poor,Medium
5977,4,ECE,7.31,4,0,Hostel,5,Medium,VLSI Design,High,Beginner,Medium,Average,Medium
5978,3,Mechanical,8.53,3,1,Hostel,4,High,Thermal Engineering,Medium,Beginner,Medium,Good,Low
5979,2,ECE,8.58,1,2,Day Scholar,6,High,VLSI Design,High,Beginner,High,Good,High
5980,2,EEE,5.63,1,1,Hostel,6,Medium,Industrial Automation,High,Beginner,High,Average,High
5981,2,ECE,9.35,2,0,Day Scholar,6,Medium,Embedded Systems,Low,Beginner,Medium,Average,High
5982,3,CSE,9.45,6,0,Hostel,7,Low,AI/ML,High,Intermediate,High,Poor,Low
5983,2,ECE,5.81,4,2,Hostel,5,Low,IoT,Low,Beginner,High,Poor,High
5984,1,ECE,7.54,3,0,Day Scholar,4,Medium,Signal Processing,Low,Beginner,Medium,Average,Low
5985,1,ECE,8.43,3,0,Day Scholar,8,Medium,IoT,Low,Beginner,Medium,Average,Low
5986,4,ECE,5.18,4,0,Hostel,6,Medium,VLSI Design,High,Beginner,High,Average,High
5987,2,ECE,6.16,5,1,Hostel,5,Low,Signal Processing,Medium,Beginner,High,Poor,High
5988,1,IT,7.16,6,0,Hostel,4,High,Web Development,Medium,Beginner,Medium,Good,Medium
5989,1,ECE,8.37,5,0,Hostel,6,High,Communication Systems,Medium,Intermediate,Low,Good,Low
5990,1,Mechanical,5.32,3,2,Day Scholar,8,Low,Manufacturing,Low,Beginner,High,Poor,High
5991,4,CSE,9.42,4,1,Day Scholar,8,Low,Cybersecurity,High,Intermediate,High,Poor,Low
5992,1,CSE,9.12,3,1,Hostel,5,Low,Data Science,Medium,Beginner,High,Poor,Low
5993,4,EEE,9.29,1,0,Hostel,4,Medium,Industrial Automation,Medium,Beginner,High,Average,High
5994,1,ECE,8.39,3,0,Hostel,8,Medium,IoT,Low,Beginner,Medium,Average,Low
5995,1,EEE,5.48,3,0,Day Scholar,4,High,Smart Grid Systems,Medium,Beginner,High,Good,High
5996,4,IT,6.86,1,2,Hostel,4,Low,Communication Skills,Low,Beginner,High,Poor,High
5997,3,EEE,9.11,1,0,Day Scholar,4,Low,Industrial Automation,High,Beginner,High,Poor,High
